,player,xG,npxG,npG,goals,xA,assists,key_passes,shots,xGChain,xGBuildup,minutes,team_xGA,points,team_goals_conceded,team_goals_scored,yellow_cards,red_cards,saves,opponent,opponent_attack_strength,opponent_defense_strength
2497,Ola Aina,0.05735240876674652,0.05735240876674652,0,0,0,0,0,2,0.03807837516069412,0,84,1.37939,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1300.0,1310.0
2498,Ola Aina,0,0,0,0,0,0,0,0,0.1323796659708023,0.1323796659708023,90,3.14372,2.0,1.0,1.0,0.0,0.0,0.0,17.0,1130.0,1250.0
2499,Ola Aina,0.057641543447971344,0.057641543447971344,0,0,0,0,0,1,0.2516013979911804,0.19395984709262848,90,0.119709,6.0,0.0,0.0,0.0,0.0,0.0,16.0,1110.0,1160.0
2500,Ola Aina,0,0,0,0,0.08618170022964478,0,1,0,0.15991446375846863,0.15991446375846863,90,1.26725,2.0,1.0,1.0,0.0,0.0,0.0,14.0,1050.0,1030.0
2501,Ola Aina,0,0,0,0,0,0,0,0,0.052614565938711166,0.052614565938711166,90,0.462456,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1190.0,1130.0
2502,Ola Aina,0,0,0,0,0.036229103803634644,0,1,0,0.10038365423679352,0.06415455043315887,90,1.82445,2.0,1.0,1.0,0.0,0.0,0.0,11.0,1210.0,1230.0
2503,Ola Aina,0.006399763282388449,0.006399763282388449,0,0,0,0,0,1,0.006399763282388449,0,90,3.26328,1.0,2.0,0.0,0.0,0.0,0.0,12.0,1280.0,1340.0
2504,Ola Aina,0.17720839381217957,0.17720839381217957,0,0,0.02558330073952675,0,1,1,0.6070950031280518,0.4298866093158722,90,1.27814,2.0,1.0,2.0,0.0,0.0,0.0,9.0,1190.0,1150.0
2505,Ola Aina,0.0174164567142725,0.0174164567142725,0,0,0.020659802481532097,0,1,1,0.49196821451187134,0.45389196276664734,90,2.2508,1.0,3.0,2.0,0.0,0.0,0.0,7.0,1100.0,1140.0
2506,Ola Aina,0,0,0,0,0.02233952097594738,0,1,0,0.6882085204124451,0.6882085204124451,90,1.42614,2.0,1.0,0.0,0.0,0.0,0.0,19.0,1140.0,1260.0
2507,Ola Aina,0.03686605021357536,0.03686605021357536,1,1,0,0,0,1,0.03686605021357536,0,90,0.482685,15.0,0.0,2.0,0.0,0.0,0.0,18.0,1000.0,1040.0
2508,Ola Aina,0,0,0,0,0.0797777846455574,0,1,0,0.26743027567863464,0.26743027567863464,90,2.81049,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1120.0,1020.0
2509,Ola Aina,0,0,0,0,0,0,0,0,0.08875122666358948,0.08875122666358948,90,1.66363,2.0,1.0,1.0,0.0,0.0,0.0,15.0,1020.0,1000.0
2510,Ola Aina,0,0,0,0,0.04130405932664871,0,1,0,0.12418431788682938,0.12418431788682938,90,0.89359,2.0,1.0,0.0,0.0,0.0,0.0,20.0,1120.0,1040.0
2511,Jeffrey Schlupp,0,0,0,0,0.6021665334701538,1,1,0,0.6021665334701538,0.6021665334701538,30,3.85472,4.0,1.0,1.0,0.0,0.0,0.0,5.0,1300.0,1310.0
2512,Jeffrey Schlupp,0.047943223267793655,0.047943223267793655,0,0,0.06292817741632462,1,1,1,0.11087139695882797,0,20,2.53386,4.0,0.0,1.0,0.0,0.0,0.0,7.0,1130.0,1200.0
2513,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0,0,14,0.513439,1.0,0.0,1.0,0.0,0.0,0.0,18.0,1000.0,1040.0
2514,Jeffrey Schlupp,0,0,0,0,0.05376835912466049,0,1,0,0.05376835912466049,0,23,2.24159,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1130.0,1250.0
2515,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0,0,6,0.584016,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1280.0,1310.0
2516,Jeffrey Schlupp,0.08562929183244705,0.08562929183244705,1,1,0,0,0,1,0.21099908649921417,0.12536980211734772,39,0.323158,6.0,0.0,2.0,0.0,0.0,0.0,15.0,1070.0,1010.0
2517,Jeffrey Schlupp,0,0,0,0,0.20402580499649048,0,2,0,0.20402580499649048,0,85,1.72132,2.0,1.0,1.0,0.0,0.0,0.0,9.0,1150.0,1230.0
2518,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0,0,86,4.58214,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1120.0,1080.0
2519,Jeffrey Schlupp,0.026104982942342758,0.026104982942342758,0,0,0.04833988845348358,0,1,1,0.04833988845348358,0,90,2.86902,2.0,7.0,0.0,0.0,0.0,0.0,11.0,1210.0,1230.0
2520,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0,0,3,0.449469,1.0,0.0,1.0,0.0,0.0,0.0,19.0,1140.0,1260.0
2521,Jeffrey Schlupp,1.2742446660995483,1.2742446660995483,1,1,0.08896231651306152,0,2,3,0.08896231651306152,0.06846833974123001,90,1.40792,9.0,1.0,1.0,0.0,0.0,0.0,17.0,1170.0,1290.0
2522,Jeffrey Schlupp,0.09967436641454697,0.09967436641454697,0,0,0.13874980807304382,0,2,2,0.34877368807792664,0.27471885085105896,77,0.567234,2.0,1.0,5.0,0.0,0.0,0.0,18.0,1040.0,1050.0
2523,Jeffrey Schlupp,0.09553594887256622,0.09553594887256622,0,0,0,0,0,2,0.26373204588890076,0.20381192862987518,90,1.27929,1.0,2.0,0.0,1.0,1.0,0.0,14.0,1060.0,1110.0
2524,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0.023028599098324776,0.023028599098324776,23,1.75343,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1040.0,1040.0
2525,Jeffrey Schlupp,0,0,0,0,0.3824310600757599,0,1,0,0.3824310600757599,0.3824310600757599,17,0.847913,1.0,0.0,4.0,0.0,0.0,0.0,10.0,1150.0,1170.0
2526,Jeffrey Schlupp,0.033132705837488174,0.033132705837488174,0,0,0,0,0,1,0.1968814730644226,0.16374877095222473,67,1.34895,2.0,2.0,0.0,0.0,0.0,0.0,20.0,1120.0,1040.0
2527,Jeffrey Schlupp,0.04326853156089783,0.04326853156089783,0,0,0.12337347865104675,0,1,1,1.0862876176834106,1.0862876176834106,77,1.05258,3.0,0.0,2.0,0.0,0.0,0.0,8.0,1150.0,1040.0
2528,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0,0,89,1.0935,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1190.0,1130.0
2529,Jeffrey Schlupp,0.12124594300985336,0.12124594300985336,0,0,0.425290584564209,1,3,2,0.5634274482727051,0.09637080878019333,79,1.09737,7.0,0.0,3.0,0.0,0.0,0.0,13.0,1250.0,1240.0
2530,Jeffrey Schlupp,0,0,0,0,0,0,0,0,0,0,83,1.26267,2.0,0.0,1.0,1.0,1.0,0.0,16.0,1110.0,1160.0
2531,Jamaal Lascelles,0.07600171864032745,0.07600171864032745,0,0,0,0,0,1,0.28491801023483276,0.28491801023483276,90,2.43683,1.0,2.0,2.0,0.0,0.0,0.0,17.0,1170.0,1290.0
2532,Jamaal Lascelles,0,0,0,0,0,0,0,0,0.07740829139947891,0.07740829139947891,90,0.951921,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1150.0,1100.0
2533,Jamaal Lascelles,0.20415908098220825,0.20415908098220825,1,1,0,0,0,2,0.3370201885700226,0.14736083149909973,90,0.748665,8.0,1.0,1.0,1.0,1.0,0.0,2.0,1140.0,1100.0
2534,Jamaal Lascelles,0.010299392975866795,0.010299392975866795,0,0,0,0,0,1,0,0,90,1.46503,6.0,0.0,0.0,0.0,0.0,0.0,18.0,1040.0,1050.0
2535,Jamaal Lascelles,0.11369600892066956,0.11369600892066956,1,1,0,0,0,1,0.8486495018005371,0.8486495018005371,90,1.27827,10.0,1.0,1.0,0.0,0.0,0.0,20.0,1130.0,1120.0
2536,Jamaal Lascelles,0,0,0,0,0,0,0,0,0,0,90,1.7256,1.0,3.0,1.0,0.0,0.0,0.0,13.0,1250.0,1240.0
2537,Jamaal Lascelles,0.06387478858232498,0.06387478858232498,0,0,0.0463670939207077,0,1,2,0.0463670939207077,0,90,2.5428,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1260.0,1250.0
2538,Jamaal Lascelles,0,0,0,0,0,0,0,0,0,0,57,0.966012,0.0,0.0,2.0,1.0,1.0,0.0,7.0,1130.0,1200.0
2539,Jamaal Lascelles,0.11527013033628464,0.11527013033628464,0,0,0.02051568403840065,0,1,4,0.5303339958190918,0.5098183155059814,90,0.785914,1.0,2.0,1.0,0.0,0.0,0.0,10.0,1150.0,1170.0
2540,Jamaal Lascelles,0.04821682721376419,0.04821682721376419,0,0,0,0,0,1,0,0,90,2.6026,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1120.0,1080.0
2541,Jamaal Lascelles,0.011511257849633694,0.011511257849633694,0,0,0,0,0,1,0,0,90,2.30744,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1130.0,1220.0
2542,Jamaal Lascelles,0,0,0,0,0,0,0,0,0,0,47,1.81923,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1300.0,1310.0
2543,Jamaal Lascelles,0.042982444167137146,0.042982444167137146,0,0,0,0,0,1,0.03150734677910805,0.03150734677910805,90,0.985828,1.0,2.0,0.0,0.0,0.0,0.0,16.0,1030.0,1110.0
2544,Jamaal Lascelles,0.07068151235580444,0.07068151235580444,0,0,0,0,0,1,0,0,90,1.21805,2.0,1.0,2.0,0.0,0.0,0.0,7.0,1100.0,1140.0
2545,Jamaal Lascelles,0,0,0,0,0,0,0,0,0.017187360674142838,0.017187360674142838,89,0.758626,2.0,1.0,1.0,0.0,0.0,0.0,20.0,1120.0,1040.0
2546,Jamaal Lascelles,0,0,0,0,0,0,0,0,0,0,90,2.21729,0.0,4.0,1.0,0.0,0.0,0.0,13.0,1280.0,1310.0
2547,Jamaal Lascelles,0,0,0,0,0,0,0,0,0.053926028311252594,0.053926028311252594,90,3.18765,2.0,1.0,1.0,0.0,0.0,0.0,17.0,1130.0,1250.0
2548,Jamaal Lascelles,0.008661670610308647,0.008661670610308647,0,0,0,0,0,1,0.053897418081760406,0.053897418081760406,90,1.8766,0.0,3.0,0.0,1.0,1.0,0.0,3.0,1190.0,1130.0
2549,Jamaal Lascelles,0,0,0,0,0,0,0,0,0.32523462176322937,0.32523462176322937,90,0.861445,6.0,0.0,2.0,0.0,0.0,0.0,19.0,1140.0,1260.0
2550,Ayoze Pérez,0,0,0,0,0,0,0,0,0.1260615438222885,0.1260615438222885,90,1.98438,2.0,2.0,0.0,0.0,0.0,0.0,12.0,1320.0,1350.0
2551,Ayoze Pérez,0.24418845772743225,0.24418845772743225,1,1,0,0,0,4,1.6946107149124146,1.5699912309646606,82,0.0934777,8.0,0.0,5.0,0.0,0.0,0.0,15.0,1070.0,1010.0
2552,Ayoze Pérez,0,0,0,0,0,0,0,0,0.4703309237957001,0.4703309237957001,15,1.68325,1.0,0.0,3.0,0.0,0.0,0.0,11.0,1210.0,1230.0
2553,Ayoze Pérez,0,0,0,0,0.03182739391922951,0,1,0,0.17568226158618927,0.14385485649108887,62,1.35506,3.0,0.0,0.0,0.0,0.0,0.0,20.0,1120.0,1040.0
2554,Ayoze Pérez,0,0,0,0,0,0,0,0,0.9919977188110352,0.9919977188110352,62,0.731288,3.0,0.0,2.0,0.0,0.0,0.0,8.0,1150.0,1040.0
2555,Ayoze Pérez,0.6353156566619873,0.6353156566619873,0,0,0.21166202425956726,0,5,3,0.7164178490638733,0.02681538090109825,90,1.8141,2.0,3.0,1.0,0.0,0.0,0.0,10.0,1150.0,1170.0
2556,Ayoze Pérez,0.05323141813278198,0.05323141813278198,0,0,0,0,0,1,0.1219334527850151,0.06870204210281372,90,0.474981,2.0,1.0,1.0,0.0,0.0,0.0,7.0,1130.0,1200.0
2557,Ayoze Pérez,0,0,0,0,0,0,0,0,0,0,12,0.615727,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1300.0,1310.0
2558,Ayoze Pérez,0,0,0,0,0.051487915217876434,0,1,0,0.4205454885959625,0.3690575659275055,11,0.378147,1.0,0.0,2.0,0.0,0.0,0.0,16.0,1110.0,1160.0
2559,Ayoze Pérez,0.18509511649608612,0.18509511649608612,0,0,0.07418586313724518,0,2,3,0.5454044342041016,0.37892627716064453,90,0.321348,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1030.0,1010.0
2560,Ayoze Pérez,0.5895633101463318,0.5895633101463318,0,0,0.08960295468568802,0,1,1,0.08960295468568802,0,8,2.08423,1.0,0.0,2.0,0.0,0.0,0.0,13.0,1280.0,1310.0
2561,Ayoze Pérez,0.10865956544876099,0.10865956544876099,0,0,0.10039794445037842,0,1,2,0.23698730766773224,0.027929799631237984,26,1.51486,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1100.0,1140.0
2562,Ayoze Pérez,0.08218250423669815,0.08218250423669815,0,0,0.198951855301857,0,3,1,0.9377037882804871,0.6977558732032776,65,0.791673,3.0,0.0,3.0,0.0,0.0,0.0,3.0,1190.0,1130.0
2563,Ayoze Pérez,0.5546629428863525,0.5546629428863525,1,1,0.18035350739955902,0,2,3,0.653721034526825,0.07038293033838272,71,0.290743,9.0,1.0,2.0,0.0,0.0,0.0,15.0,1020.0,1000.0
2564,Ayoze Pérez,0.2013106346130371,0.2013106346130371,0,0,0.12497258186340332,0,2,3,0.21432273089885712,0.07102583348751068,90,0.873776,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1140.0,1100.0
2565,Ayoze Pérez,0,0,0,0,0,0,0,0,0,0,65,2.03227,2.0,2.0,0.0,0.0,0.0,0.0,19.0,1190.0,1290.0
2566,Ayoze Pérez,0.08488687872886658,0.08488687872886658,0,0,0,0,0,1,0.2767314910888672,0.1918446123600006,64,1.52404,2.0,1.0,4.0,0.0,0.0,0.0,4.0,1090.0,1080.0
2567,Ayoze Pérez,0.06621893495321274,0.06621893495321274,0,0,0,0,0,1,0.6338873505592346,0.5676683783531189,68,0.352997,3.0,0.0,3.0,0.0,0.0,0.0,18.0,1040.0,1050.0
2568,Georginio Wijnaldum,0.05709065869450569,0.05709065869450569,0,0,0,0,0,2,0.5022338628768921,0.4667223393917084,90,2.59719,2.0,1.0,1.0,0.0,0.0,0.0,10.0,1060.0,1210.0
2569,Georginio Wijnaldum,0.04511348530650139,0.04511348530650139,0,0,0.061380013823509216,0,1,1,0.2324809581041336,0.1259874552488327,75,0.760621,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1140.0,1100.0
2570,Georginio Wijnaldum,0.023552807047963142,0.023552807047963142,0,0,0,0,0,1,0.023552807047963142,0,9,0.161161,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1130.0,1220.0
2571,Georginio Wijnaldum,0,0,0,0,0.15386416018009186,0,1,0,0.3859349191188812,0.23207077383995056,69,1.29175,3.0,0.0,1.0,0.0,0.0,0.0,20.0,1120.0,1040.0
2572,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.10767713189125061,0.10767713189125061,63,1.37047,2.0,1.0,0.0,0.0,0.0,0.0,8.0,1110.0,1060.0
2573,Georginio Wijnaldum,0.025305893272161484,0.025305893272161484,0,0,0,0,0,1,0.025305893272161484,0,90,1.22635,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1300.0,1310.0
2574,Georginio Wijnaldum,0.07464610785245895,0.07464610785245895,0,0,0.05791478231549263,0,2,1,0.3345215320587158,0.20196062326431274,90,0.777149,3.0,0.0,2.0,0.0,0.0,0.0,15.0,1020.0,1000.0
2575,Georginio Wijnaldum,0.04876610264182091,0.04876610264182091,0,0,0,0,0,2,0.04688025638461113,0.021789107471704483,90,2.01468,2.0,2.0,0.0,0.0,0.0,0.0,7.0,1100.0,1140.0
2576,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.13450829684734344,0.13450829684734344,88,2.07383,2.0,3.0,1.0,0.0,0.0,0.0,9.0,1190.0,1150.0
2577,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.05289136618375778,0.05289136618375778,90,3.55196,2.0,4.0,1.0,0.0,0.0,0.0,12.0,1320.0,1350.0
2578,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.054248761385679245,0.054248761385679245,65,1.18977,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1190.0,1130.0
2579,Georginio Wijnaldum,0.5399652719497681,0.5399652719497681,1,1,0.030886128544807434,0,1,2,1.095212697982788,0.524361252784729,90,0.883061,9.0,1.0,3.0,0.0,0.0,0.0,19.0,1140.0,1260.0
2580,Georginio Wijnaldum,0.020013459026813507,0.020013459026813507,0,0,0,0,0,1,0.14320236444473267,0.12318890541791916,90,0.104586,2.0,1.0,3.0,0.0,0.0,0.0,17.0,1130.0,1250.0
2581,Georginio Wijnaldum,0.0251978300511837,0.0251978300511837,0,0,0.1298539638519287,0,2,1,0.5928194522857666,0.4377676546573639,90,1.08059,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1090.0,1080.0
2582,Georginio Wijnaldum,0.03718603029847145,0.03718603029847145,0,0,0.046441882848739624,0,1,1,0.29714906215667725,0.21352115273475647,89,1.18929,3.0,0.0,0.0,0.0,0.0,0.0,13.0,1280.0,1310.0
2583,Georginio Wijnaldum,0.1542980670928955,0.1542980670928955,0,0,0,0,0,2,0.7470839023590088,0.6813821196556091,90,0.500436,2.0,1.0,0.0,0.0,0.0,0.0,16.0,1030.0,1110.0
2584,Georginio Wijnaldum,0,0,0,0,0.010901871137320995,0,1,0,0.010901871137320995,0,21,0.817935,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1050.0,1030.0
2585,Georginio Wijnaldum,0.054236385971307755,0.054236385971307755,0,0,0.1668848693370819,0,3,1,0.8141525983810425,0.739555299282074,90,0.739845,2.0,1.0,1.0,0.0,0.0,0.0,18.0,1000.0,1040.0
2586,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.9866154789924622,0.9866154789924622,71,0.489318,3.0,0.0,7.0,0.0,0.0,0.0,6.0,1030.0,1010.0
2587,Georginio Wijnaldum,0,0,0,0,0.09345164149999619,0,1,0,0.5760948061943054,0.48264315724372864,90,1.5161,2.0,1.0,2.0,0.0,0.0,0.0,17.0,1170.0,1290.0
2588,Georginio Wijnaldum,0.08143161982297897,0.08143161982297897,0,0,0,0,0,1,0.017250996083021164,0.017250996083021164,90,1.72509,6.0,1.0,1.0,0.0,0.0,0.0,8.0,1150.0,1040.0
2589,Georginio Wijnaldum,0.12480989843606949,0.12480989843606949,1,1,0.029169855639338493,0,1,1,0.3434376120567322,0.18945787847042084,90,0.357753,8.0,0.0,4.0,0.0,0.0,0.0,20.0,1130.0,1120.0
2590,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0,0,90,2.30722,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1150.0,1100.0
2591,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.9193684458732605,0.9193684458732605,90,1.98397,3.0,0.0,3.0,0.0,0.0,0.0,9.0,1150.0,1230.0
2592,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.07153292000293732,0.07153292000293732,90,1.58487,2.0,1.0,1.0,0.0,0.0,0.0,12.0,1280.0,1340.0
2593,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.5197935700416565,0.5197935700416565,90,0.269048,2.0,1.0,2.0,0.0,0.0,0.0,19.0,1190.0,1290.0
2594,Georginio Wijnaldum,0.1171334832906723,0.1171334832906723,0,0,0.5115457773208618,0,1,2,0.668816328048706,0.6078295707702637,90,1.39788,2.0,1.0,2.0,0.0,0.0,0.0,15.0,1070.0,1010.0
2595,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0,0,1,1.35998,1.0,0.0,2.0,0.0,0.0,0.0,7.0,1130.0,1200.0
2596,Georginio Wijnaldum,0,0,0,0,0,0,0,0,0.14614646136760712,0.14614646136760712,90,3.07626,2.0,7.0,2.0,0.0,0.0,0.0,2.0,1120.0,1080.0
2597,Georginio Wijnaldum,0.058805402368307114,0.058805402368307114,0,0,0.04303423687815666,0,1,1,0.5248333215713501,0.4229937195777893,90,1.17817,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1150.0,1210.0
2598,Georginio Wijnaldum,0.8987615704536438,0.8987615704536438,0,0,0,0,0,4,0.9329610466957092,0.08250568062067032,90,0.904183,3.0,0.0,2.0,0.0,0.0,0.0,5.0,1260.0,1250.0
2599,Georginio Wijnaldum,0.22453662753105164,0.22453662753105164,0,0,0.17831291258335114,0,2,2,0.4028495252132416,0,90,0.269813,2.0,3.0,4.0,0.0,0.0,0.0,10.0,1150.0,1170.0
2622,Nathan Redmond,0,0,0,0,0,0,0,0,0,0,5,1.28824,1.0,1.0,1.0,0.0,0.0,0.0,17.0,1130.0,1250.0
2623,Nathan Redmond,0.09621719270944595,0.09621719270944595,0,0,0.0759642943739891,0,1,3,0.4355723559856415,0.2633908689022064,90,2.77089,2.0,3.0,0.0,0.0,0.0,0.0,18.0,1040.0,1050.0
2624,Nathan Redmond,0.47539612650871277,0.47539612650871277,1,1,0.907620370388031,1,4,4,1.4146556854248047,0.08391450345516205,90,1.50285,13.0,2.0,3.0,0.0,0.0,0.0,4.0,1090.0,1080.0
2625,Nathan Redmond,0,0,0,0,0,0,0,0,0,0,23,0.895967,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1190.0,1130.0
2626,Nathan Redmond,0.05022008344531059,0.05022008344531059,0,0,0.07680851966142654,0,1,1,0.2526591718196869,0.12563057243824005,90,3.10503,2.0,5.0,2.0,0.0,0.0,0.0,12.0,1280.0,1340.0
2627,Nathan Redmond,0.10627011209726334,0.10627011209726334,0,0,0,0,0,1,0.10627011209726334,0,11,0.908155,1.0,0.0,2.0,0.0,0.0,0.0,15.0,1020.0,1000.0
2628,Nathan Redmond,0.05105077102780342,0.05105077102780342,0,0,0,0,0,2,0,0,90,1.42054,2.0,1.0,0.0,0.0,0.0,0.0,7.0,1130.0,1200.0
2629,Nathan Redmond,0.03900172561407089,0.03900172561407089,0,0,0,0,0,1,0.03900172561407089,0,61,1.84753,1.0,1.0,0.0,0.0,0.0,0.0,10.0,1060.0,1210.0
2630,Nathan Redmond,0,0,0,0,0.34414616227149963,1,1,0,0.34414616227149963,0.34414616227149963,90,1.44849,5.0,1.0,1.0,0.0,0.0,0.0,5.0,1300.0,1310.0
2631,Nathan Redmond,0.18559980392456055,0.18559980392456055,0,0,0.28549477458000183,0,2,2,0.4710945785045624,0,90,1.09361,2.0,2.0,1.0,0.0,0.0,0.0,20.0,1130.0,1120.0
2632,Nathan Redmond,0.0524086132645607,0.0524086132645607,0,0,0.11612994968891144,0,2,1,0.23511812090873718,0.0931403636932373,90,0.910553,2.0,3.0,2.0,0.0,0.0,0.0,14.0,1050.0,1030.0
2633,Nathan Redmond,0,0,0,0,0.3333064317703247,0,1,0,0.3333064317703247,0,18,5.0325,1.0,4.0,0.0,0.0,0.0,0.0,13.0,1250.0,1240.0
2634,Nathan Redmond,0.18801206350326538,0.18801206350326538,0,0,0.08860752731561661,0,2,4,0.8116146326065063,0.5826476216316223,90,0.795508,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1140.0,1100.0
2635,Nathan Redmond,0,0,0,0,0,0,0,0,0,0,21,2.4339,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1150.0,1210.0
2636,Nathan Redmond,0.018004579469561577,0.018004579469561577,0,0,0,0,0,1,0.018004579469561577,0,29,1.15599,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1320.0,1350.0
2637,Nathan Redmond,0.48197734355926514,0.48197734355926514,0,0,0,0,0,2,0.6164042949676514,0.5924590826034546,25,0.661135,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1130.0,1220.0
2638,Nathan Redmond,0.30544528365135193,0.30544528365135193,1,1,0,0,0,1,0.30544528365135193,0,8,0.219115,6.0,0.0,3.0,0.0,0.0,0.0,15.0,1070.0,1010.0
2639,Nathan Redmond,0.3646806478500366,0.3646806478500366,0,0,0,0,0,1,0.3646806478500366,0,20,2.03376,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1150.0,1100.0
2640,Nathan Redmond,0,0,0,0,0.039601054042577744,0,1,0,0.039601054042577744,0,15,0.175633,1.0,0.0,2.0,0.0,0.0,0.0,14.0,1060.0,1110.0
2641,Nathan Redmond,0.21506500244140625,0.21506500244140625,0,0,0.10441670566797256,0,1,3,0.5245938301086426,0.20511212944984436,90,0.287054,3.0,0.0,2.0,0.0,0.0,0.0,7.0,1100.0,1140.0
2642,Nathan Redmond,0.022620217874646187,0.022620217874646187,0,0,0,0,0,1,0.07812026888132095,0.07812026888132095,79,1.98708,2.0,3.0,3.0,0.0,0.0,0.0,5.0,1260.0,1250.0
2643,Nathan Redmond,0,0,0,0,0,0,0,0,0.07305815815925598,0.07305815815925598,34,0.161283,1.0,0.0,2.0,0.0,0.0,0.0,18.0,1000.0,1040.0
2644,Nathan Redmond,0.1395006775856018,0.1395006775856018,0,0,0,0,0,2,0.1395006775856018,0,90,1.39569,2.0,1.0,0.0,0.0,0.0,0.0,6.0,1030.0,1010.0
2645,Tyrone Mings,0,0,0,0,0,0,0,0,0.1251373440027237,0.1251373440027237,90,2.14592,1.0,2.0,1.0,0.0,0.0,0.0,11.0,1190.0,1300.0
2646,Tyrone Mings,0,0,0,0,0.06553700566291809,1,1,0,0.7348619103431702,0.7348619103431702,90,1.52172,5.0,1.0,3.0,0.0,0.0,0.0,8.0,1110.0,1060.0
2647,Tyrone Mings,0,0,0,0,0,0,0,0,0,0,90,1.72011,1.0,2.0,0.0,0.0,0.0,0.0,17.0,1170.0,1290.0
2648,Tyrone Mings,0,0,0,0,0,0,0,0,0.3347817659378052,0.3347817659378052,90,0.873171,1.0,1.0,1.0,1.0,1.0,0.0,14.0,1050.0,1030.0
2649,Tyrone Mings,0,0,0,0,0,0,0,0,0.06703732907772064,0.06703732907772064,90,2.15087,7.0,0.0,0.0,0.0,0.0,0.0,20.0,1130.0,1120.0
2650,Tyrone Mings,0.0497903935611248,0.0497903935611248,0,0,0,0,0,1,0.27841755747795105,0.27841755747795105,90,0.716254,2.0,1.0,0.0,0.0,0.0,0.0,15.0,1020.0,1000.0
2651,Tyrone Mings,0.10241164267063141,0.10241164267063141,0,0,0,0,0,2,0,0,90,1.00106,7.0,0.0,1.0,0.0,0.0,0.0,10.0,1060.0,1210.0
2652,Tyrone Mings,0.07287899404764175,0.07287899404764175,0,0,0,0,0,1,0.2294623851776123,0.15658339858055115,90,1.23852,1.0,2.0,1.0,0.0,0.0,0.0,9.0,1150.0,1230.0
2653,Tyrone Mings,0,0,0,0,0,0,0,0,0.0180106982588768,0.0180106982588768,90,2.33232,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1150.0,1100.0
2654,Tyrone Mings,0,0,0,0,0,0,0,0,0,0,90,0.679649,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1150.0,1210.0
2655,Tyrone Mings,0.025825554504990578,0.025825554504990578,0,0,0,0,0,1,0.5023269057273865,0.47650134563446045,90,1.79064,1.0,3.0,1.0,0.0,0.0,0.0,19.0,1190.0,1290.0
2656,Tyrone Mings,0,0,0,0,0,0,0,0,0.0748712494969368,0.0748712494969368,90,2.22557,7.0,0.0,1.0,0.0,0.0,0.0,16.0,1030.0,1110.0
2657,Tyrone Mings,0.05997540056705475,0.05997540056705475,0,0,0,0,0,1,0.4645320177078247,0.4645320177078247,90,0.717681,1.0,3.0,2.0,0.0,0.0,0.0,4.0,1040.0,1040.0
2658,Tyrone Mings,0.03830880671739578,0.03830880671739578,0,0,0,0,0,1,0,0,90,0.400364,6.0,0.0,2.0,0.0,0.0,0.0,14.0,1060.0,1110.0
